region_id,region_name,infrastructure_family,strategic_level,coverage_status,objects_identified,objects_validated,objects_published,priority_gaps,last_reviewed,reviewer
northern_europe_atlantic,Northern Europe and Atlantic,digital,L3_strategic_connector,none,0,0,0,,,
northern_europe_atlantic,Northern Europe and Atlantic,border_coordination,L1_global_structural,none,0,0,0,,,
northern_europe_atlantic,Northern Europe and Atlantic,border_coordination,L2_macro_regional_structural,none,0,0,0,,,
northern_europe_atlantic,Northern Europe and Atlantic,border_coordination,L3_strategic_connector,none,0,0,0,,,
northern_europe_atlantic,Northern Europe and Atlantic,strategic_storage,L1_global_structural,none,0,0,0,,,
northern_europe_atlantic,Northern Europe and Atlantic,strategic_storage,L2_macro_regional_structural,none,0,0,0,,,
northern_europe_atlantic,Northern Europe and Atlantic,strategic_storage,L3_strategic_connector,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,maritime,L1_global_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,maritime,L2_macro_regional_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,maritime,L3_strategic_connector,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,rail,L1_global_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,rail,L2_macro_regional_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,rail,L3_strategic_connector,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,road,L1_global_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,road,L2_macro_regional_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,road,L3_strategic_connector,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,inland_waterway,L1_global_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,inland_waterway,L2_macro_regional_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,inland_waterway,L3_strategic_connector,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,intermodal_logistics,L1_global_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,intermodal_logistics,L2_macro_regional_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,intermodal_logistics,L3_strategic_connector,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,air_cargo,L1_global_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,air_cargo,L2_macro_regional_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,air_cargo,L3_strategic_connector,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,energy,L1_global_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,energy,L2_macro_regional_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,energy,L3_strategic_connector,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,digital,L1_global_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,digital,L2_macro_regional_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,digital,L3_strategic_connector,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,border_coordination,L1_global_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,border_coordination,L2_macro_regional_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,border_coordination,L3_strategic_connector,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,strategic_storage,L1_global_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,strategic_storage,L2_macro_regional_structural,none,0,0,0,,,
continental_mediterranean_europe,Continental and Mediterranean Europe,strategic_storage,L3_strategic_connector,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,maritime,L1_global_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,maritime,L2_macro_regional_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,maritime,L3_strategic_connector,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,rail,L1_global_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,rail,L2_macro_regional_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,rail,L3_strategic_connector,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,road,L1_global_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,road,L2_macro_regional_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,road,L3_strategic_connector,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,inland_waterway,L1_global_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,inland_waterway,L2_macro_regional_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,inland_waterway,L3_strategic_connector,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,intermodal_logistics,L1_global_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,intermodal_logistics,L2_macro_regional_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,intermodal_logistics,L3_strategic_connector,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,air_cargo,L1_global_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,air_cargo,L2_macro_regional_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,air_cargo,L3_strategic_connector,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,energy,L1_global_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,energy,L2_macro_regional_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,energy,L3_strategic_connector,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,digital,L1_global_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,digital,L2_macro_regional_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,digital,L3_strategic_connector,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,border_coordination,L1_global_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,border_coordination,L2_macro_regional_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,border_coordination,L3_strategic_connector,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,strategic_storage,L1_global_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,strategic_storage,L2_macro_regional_structural,none,0,0,0,,,
russia_northern_eurasia,Russia and Northern Eurasia,strategic_storage,L3_strategic_connector,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,maritime,L1_global_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,maritime,L2_macro_regional_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,maritime,L3_strategic_connector,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,rail,L1_global_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,rail,L2_macro_regional_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,rail,L3_strategic_connector,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,road,L1_global_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,road,L2_macro_regional_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,road,L3_strategic_connector,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,inland_waterway,L1_global_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,inland_waterway,L2_macro_regional_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,inland_waterway,L3_strategic_connector,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,intermodal_logistics,L1_global_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,intermodal_logistics,L2_macro_regional_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,intermodal_logistics,L3_strategic_connector,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,air_cargo,L1_global_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,air_cargo,L2_macro_regional_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,air_cargo,L3_strategic_connector,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,energy,L1_global_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,energy,L2_macro_regional_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,energy,L3_strategic_connector,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,digital,L1_global_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,digital,L2_macro_regional_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,digital,L3_strategic_connector,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,border_coordination,L1_global_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,border_coordination,L2_macro_regional_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,border_coordination,L3_strategic_connector,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,strategic_storage,L1_global_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,strategic_storage,L2_macro_regional_structural,none,0,0,0,,,
caucasus_central_asia,Caucasus and Central Asia,strategic_storage,L3_strategic_connector,none,0,0,0,,,
north_africa,North Africa,maritime,L1_global_structural,none,0,0,0,,,
north_africa,North Africa,maritime,L2_macro_regional_structural,none,0,0,0,,,
north_africa,North Africa,maritime,L3_strategic_connector,none,0,0,0,,,
north_africa,North Africa,rail,L1_global_structural,none,0,0,0,,,
north_africa,North Africa,rail,L2_macro_regional_structural,none,0,0,0,,,
north_africa,North Africa,rail,L3_strategic_connector,none,0,0,0,,,
north_africa,North Africa,road,L1_global_structural,none,0,0,0,,,
north_africa,North Africa,road,L2_macro_regional_structural,none,0,0,0,,,
north_africa,North Africa,road,L3_strategic_connector,none,0,0,0,,,
north_africa,North Africa,inland_waterway,L1_global_structural,none,0,0,0,,,
north_africa,North Africa,inland_waterway,L2_macro_regional_structural,none,0,0,0,,,
north_africa,North Africa,inland_waterway,L3_strategic_connector,none,0,0,0,,,
north_africa,North Africa,intermodal_logistics,L1_global_structural,none,0,0,0,,,
north_africa,North Africa,intermodal_logistics,L2_macro_regional_structural,none,0,0,0,,,
north_africa,North Africa,intermodal_logistics,L3_strategic_connector,none,0,0,0,,,
north_africa,North Africa,air_cargo,L1_global_structural,none,0,0,0,,,
north_africa,North Africa,air_cargo,L2_macro_regional_structural,none,0,0,0,,,
north_africa,North Africa,air_cargo,L3_strategic_connector,none,0,0,0,,,
north_africa,North Africa,energy,L1_global_structural,none,0,0,0,,,
north_africa,North Africa,energy,L2_macro_regional_structural,none,0,0,0,,,
north_africa,North Africa,energy,L3_strategic_connector,none,0,0,0,,,
north_africa,North Africa,digital,L1_global_structural,none,0,0,0,,,
north_africa,North Africa,digital,L2_macro_regional_structural,none,0,0,0,,,
north_africa,North Africa,digital,L3_strategic_connector,none,0,0,0,,,
north_africa,North Africa,border_coordination,L1_global_structural,none,0,0,0,,,
north_africa,North Africa,border_coordination,L2_macro_regional_structural,none,0,0,0,,,
north_africa,North Africa,border_coordination,L3_strategic_connector,none,0,0,0,,,
north_africa,North Africa,strategic_storage,L1_global_structural,none,0,0,0,,,
north_africa,North Africa,strategic_storage,L2_macro_regional_structural,none,0,0,0,,,
north_africa,North Africa,strategic_storage,L3_strategic_connector,none,0,0,0,,,
west_africa,West Africa,maritime,L1_global_structural,none,0,0,0,,,
west_africa,West Africa,maritime,L2_macro_regional_structural,none,0,0,0,,,
west_africa,West Africa,maritime,L3_strategic_connector,none,0,0,0,,,
west_africa,West Africa,rail,L1_global_structural,none,0,0,0,,,
west_africa,West Africa,rail,L2_macro_regional_structural,none,0,0,0,,,
west_africa,West Africa,rail,L3_strategic_connector,none,0,0,0,,,
west_africa,West Africa,road,L1_global_structural,none,0,0,0,,,
west_africa,West Africa,road,L2_macro_regional_structural,none,0,0,0,,,
west_africa,West Africa,road,L3_strategic_connector,none,0,0,0,,,
west_africa,West Africa,inland_waterway,L1_global_structural,none,0,0,0,,,
west_africa,West Africa,inland_waterway,L2_macro_regional_structural,none,0,0,0,,,
west_africa,West Africa,inland_waterway,L3_strategic_connector,none,0,0,0,,,
west_africa,West Africa,intermodal_logistics,L1_global_structural,none,0,0,0,,,
west_africa,West Africa,intermodal_logistics,L2_macro_regional_structural,none,0,0,0,,,
west_africa,West Africa,intermodal_logistics,L3_strategic_connector,none,0,0,0,,,
west_africa,West Africa,air_cargo,L1_global_structural,none,0,0,0,,,
west_africa,West Africa,air_cargo,L2_macro_regional_structural,none,0,0,0,,,
west_africa,West Africa,air_cargo,L3_strategic_connector,none,0,0,0,,,
west_africa,West Africa,energy,L1_global_structural,none,0,0,0,,,
west_africa,West Africa,energy,L2_macro_regional_structural,none,0,0,0,,,
west_africa,West Africa,energy,L3_strategic_connector,none,0,0,0,,,
west_africa,West Africa,digital,L1_global_structural,none,0,0,0,,,
west_africa,West Africa,digital,L2_macro_regional_structural,none,0,0,0,,,
west_africa,West Africa,digital,L3_strategic_connector,none,0,0,0,,,
west_africa,West Africa,border_coordination,L1_global_structural,none,0,0,0,,,
west_africa,West Africa,border_coordination,L2_macro_regional_structural,none,0,0,0,,,
west_africa,West Africa,border_coordination,L3_strategic_connector,none,0,0,0,,,
west_africa,West Africa,strategic_storage,L1_global_structural,none,0,0,0,,,
west_africa,West Africa,strategic_storage,L2_macro_regional_structural,none,0,0,0,,,
west_africa,West Africa,strategic_storage,L3_strategic_connector,none,0,0,0,,,
central_africa,Central Africa,maritime,L1_global_structural,none,0,0,0,,,
central_africa,Central Africa,maritime,L2_macro_regional_structural,none,0,0,0,,,
central_africa,Central Africa,maritime,L3_strategic_connector,none,0,0,0,,,
central_africa,Central Africa,rail,L1_global_structural,none,0,0,0,,,
central_africa,Central Africa,rail,L2_macro_regional_structural,none,0,0,0,,,
central_africa,Central Africa,rail,L3_strategic_connector,none,0,0,0,,,
central_africa,Central Africa,road,L1_global_structural,none,0,0,0,,,
central_africa,Central Africa,road,L2_macro_regional_structural,none,0,0,0,,,
central_africa,Central Africa,road,L3_strategic_connector,none,0,0,0,,,
central_africa,Central Africa,inland_waterway,L1_global_structural,none,0,0,0,,,
central_africa,Central Africa,inland_waterway,L2_macro_regional_structural,none,0,0,0,,,
central_africa,Central Africa,inland_waterway,L3_strategic_connector,none,0,0,0,,,
central_africa,Central Africa,intermodal_logistics,L1_global_structural,none,0,0,0,,,
central_africa,Central Africa,intermodal_logistics,L2_macro_regional_structural,none,0,0,0,,,
central_africa,Central Africa,intermodal_logistics,L3_strategic_connector,none,0,0,0,,,
central_africa,Central Africa,air_cargo,L1_global_structural,none,0,0,0,,,
central_africa,Central Africa,air_cargo,L2_macro_regional_structural,none,0,0,0,,,
central_africa,Central Africa,air_cargo,L3_strategic_connector,none,0,0,0,,,
central_africa,Central Africa,energy,L1_global_structural,none,0,0,0,,,
central_africa,Central Africa,energy,L2_macro_regional_structural,none,0,0,0,,,
central_africa,Central Africa,energy,L3_strategic_connector,none,0,0,0,,,
central_africa,Central Africa,digital,L1_global_structural,none,0,0,0,,,
central_africa,Central Africa,digital,L2_macro_regional_structural,none,0,0,0,,,
central_africa,Central Africa,digital,L3_strategic_connector,none,0,0,0,,,
central_africa,Central Africa,border_coordination,L1_global_structural,none,0,0,0,,,
central_africa,Central Africa,border_coordination,L2_macro_regional_structural,none,0,0,0,,,
central_africa,Central Africa,border_coordination,L3_strategic_connector,none,0,0,0,,,
central_africa,Central Africa,strategic_storage,L1_global_structural,none,0,0,0,,,
central_africa,Central Africa,strategic_storage,L2_macro_regional_structural,none,0,0,0,,,
central_africa,Central Africa,strategic_storage,L3_strategic_connector,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,maritime,L1_global_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,maritime,L2_macro_regional_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,maritime,L3_strategic_connector,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,rail,L1_global_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,rail,L2_macro_regional_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,rail,L3_strategic_connector,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,road,L1_global_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,road,L2_macro_regional_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,road,L3_strategic_connector,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,inland_waterway,L1_global_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,inland_waterway,L2_macro_regional_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,inland_waterway,L3_strategic_connector,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,intermodal_logistics,L1_global_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,intermodal_logistics,L2_macro_regional_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,intermodal_logistics,L3_strategic_connector,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,air_cargo,L1_global_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,air_cargo,L2_macro_regional_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,air_cargo,L3_strategic_connector,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,energy,L1_global_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,energy,L2_macro_regional_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,energy,L3_strategic_connector,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,digital,L1_global_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,digital,L2_macro_regional_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,digital,L3_strategic_connector,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,border_coordination,L1_global_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,border_coordination,L2_macro_regional_structural,none,0,0,0,,,
east_africa_horn,East Africa and Horn of Africa,border_coordination,L3_strategic_connector,none,0,0,0,,,
